7891129500006;	PEDESTAL PARA MÁQUINA LAVA&SECA BRASTEMP S/ VOLTAGEM
7891129500013;	PEDESTAL PARA MÁQUINA LAVA&SECA BRASTEMP S/ VOLTAGEM
7891129217317;	AC JANELA - 7.500 BTU'S FRIO - MECÂNICO (CLASSE A) CONSUL 127V
7891129217324;	AC JANELA - 7.500 BTU'S FRIO - MECÂNICO (CLASSE A) CONSUL 220V
7891129217416;	AC JANELA - 10.000 BTU'S FRIO - MECÂNICO (CLASSE A) CONSUL 127V
7891129217423;	AC JANELA - 10.000 BTU'S FRIO - MECÂNICO (CLASSE A) CONSUL 220V
7891129234352;	AC JANELA - 7.500 BTU'S FRIO - MECÂNICO (SOMENTE NORTE
7891129234369;	AC JANELA - 7.500 BTU'S FRIO - MECÂNICO (SOMENTE NORTE
7891129161122;	AC JANELA - 21.000 BTU'S FRIO - MECÂNICO CONSUL 220V
7891129234536;	AC JANELA - 12.000 BTU'S FRIO - MECÂNICO CONSUL 127V
7891129161603;	AC JANELA - 18.000 BTU'S FRIO - MECÂNICO CONSUL 220V
7891129161658;	AC JANELA - 12.000 BTU'S QUENTE/FRIO - MECÂNICO CONSUL 220V
7891129161597;	AC JANELA - 18.000 BTU'S QUENTE/FRIO - MECÂNICO CONSUL 220V
7891129217348;	AC JANELA - 7.500 BTU'S FRIO - DIGITAL (CLASSE A) CONSUL 127V
7891129217355;	AC JANELA - 7.500 BTU'S FRIO - DIGITAL (CLASSE A) CONSUL 220V
7891129217379;	AC JANELA - 10.000 BTU'S FRIO - DIGITAL (CLASSE A) CONSUL 127V
7891129217386;	AC JANELA - 10.000 BTU'S FRIO - DIGITAL (CLASSE A) CONSUL 220V
7891129217362;	AC JANELA - 7.500 BTU'S QUENTE/FRIO - DIGITAL (CLASSE A) CONSUL 220V
7891129217409;	AC JANELA - 10.000 BTU'S QUENTE/FRIO - DIGITAL (CLASSE A) CONSUL 220V
7891129161139;	AC JANELA - 21.000 BTU'S QUENTE/FRIO - MECÂNICO CONSUL 220V
7891129217331;	AC JANELA - 7.500 BTU'S QUENTE/FRIO - MECÂNICO (CLASSE A) CONSUL 220V
7891129217393;	AC JANELA - 10.000 BTU'S QUENTE/FRIO - MECÂNICO (CLASSE A) CONSUL 220V
7891129161672;	AC JANELA - 12.000 BTU'S FRIO - ELETRÔNICO CONSUL 220V
7891129234543;	AC JANELA - 12.000 BTU'S FRIO - ELETRÔNICO CONSUL 127V
7891129161641;	AC JANELA - 12.000 BTU'S QUENTE/FRIO - ELETRÔNICO CONSUL 220V
7891129255890;	AC JANELA - 7.500 BTU'S FRIO - MECÂNICO CONSUL 127V
7891129263505;	AC JANELA - 7.500 BTU'S FRIO - MECÂNICO CONSUL 220V
7891129263543;	AC JANELA - 10.000 BTU'S FRIO - MECÂNICO CONSUL 127V
7891129263550;	AC JANELA - 10.000 BTU'S FRIO - MECÂNICO CONSUL 220V
7891129263598;	AC JANELA - 12.000 BTU'S FRIO - MECÂNICO CONSUL 127V
7891129263604;	AC JANELA - 12.000 BTU'S FRIO - MECÂNICO CONSUL 220V
7891129499904;	AC JANELA - 18.000 BTU'S FRIO - MECÂNICO CONSUL 220V
7891129499386;	AC JANELA - 7.500 BTU'S FRIO - INVERTER FRIO CONSUL 127/220V
7891129499393;	AC JANELA - 10.000 BTU'S FRIO - INVERTER FRIO CONSUL 127/220V
7891129263529;	AC JANELA - 7.500 BTU'S FRIO - DIGITAL CONSUL 127V
7891129263536;	AC JANELA - 7.500 BTU'S FRIO - DIGITAL CONSUL 220V
7891129263574;	AC JANELA - 10.000 BTU'S FRIO - DIGITAL CONSUL 127V
7891129263581;	AC JANELA - 10.000 BTU'S FRIO - DIGITAL CONSUL 220V
7891129263512;	AC JANELA - 7.500 BTU'S QUENTE/FRIO - MECÂNICO  CONSUL 220V
7891129263567;	AC JANELA - 10.000 BTU'S QUENTE/FRIO - MECÂNICO CONSUL 220V
7891129232044;	CLIMATIZADOR PORTATIL  BEM ESTAR - QUENTE/FRIO - BRANCO CONSUL 127V
7891129232051;	CLIMATIZADOR PORTATIL  BEM ESTAR - QUENTE/FRIO - BRANCO CONSUL 220V
7891129232808;	CLIMATIZADOR PORTATIL  BEM ESTAR - QUENTE/FRIO - TITÂNIO CONSUL 220V
7891129207431;	COIFA PAREDE 90 CM BRASTEMP GOURMAND  220V
7891129207615;	COIFA ILHA 100 CM BRASTEMP GOURMAND  220V
7891129253469;	COIFA TBOX PAREDE BRASTEMP 90 CM  127V
7891129253476;	COIFA TBOX PAREDE BRASTEMP 90 CM  220V
7891129253483;	COIFA TBOX ILHA BRASTEMP 100 CM  127V
7891129253490;	COIFA TBOX ILHA BRASTEMP 100 CM  220V
7891129219861;	COIFA BRASTEMP  PIRAMIDAL PRETA 60 CM  127V
7891129219878;	COIFA BRASTEMP  PIRAMIDAL PRETA 60 CM  220V
7891129219984;	COIFA BRASTEMP  PIRAMIDAL INOX 60 CM  127V
7891129219854;	COIFA BRASTEMP  PIRAMIDAL INOX 60 CM  220V
7891129224025;	COIFA BRASTEMP PIRAMIDAL INOX 90 CM  127V
7891129224032;	COIFA BRASTEMP PIRAMIDAL INOX 90 CM  220V
7891129253421;	COIFA VIDRO PLANO PAREDE BRASTEMP 90 CM  127V
7891129253438;	COIFA VIDRO PLANO PAREDE BRASTEMP 90 CM  220V
7891129253445;	COIFA VIDRO PLANO ILHA BRASTEMP 100 CM  127V
7891129253452;	COIFA VIDRO PLANO ILHA BRASTEMP 100 CM  220V
7891129230101;	COIFA INOX PAREDE CONSUL 60CM  127V
7891129230118;	COIFA INOX PAREDE CONSUL 60CM  220V
7891129230125;	COIFA INOX PAREDE CONSUL 90CM  127V
7891129230132;	COIFA INOX PAREDE CONSUL 90CM  220V
7891129249844;	COIFA VIDRO PAREDE CONSUL 60CM  127V
7891129250178;	COIFA VIDRO PAREDE CONSUL 60CM  220V
7891129250185;	COIFA VIDRO PAREDE 90CM CONSUL 127V
7891129250192;	COIFA VIDRO PAREDE 90CM CONSUL 220V
7891129238091;	COIFA LUMINÁRIA ILHA  BRASTEMP VITREOUS  BRANCA 220V  75 CM  
7891129238084;	COIFA PAREDE BRASTEMP VITREOUS BRANCA 80 CM 220V 60 HZ  
7891129491601;	COIFA DE PAREDE BRASTEMP GOURM INOX 127V  
7891129491670;	COIFAI NOX ILHA BRASTEMP GOURMAND 100CM  220V
7891129499126;	COOKTOP 2 BOCAS A GÁS DOMINÓ CONSUL COM MESA DE VIDRO  127/220V
7891129481695;	COOKTOP GÁS BRASTEMP 2B INOX 127/220V  
7891129194137;	COOKTOP VIDRO BRASTEMP ATIVE 4B  127/220V
7891129224377;	COOKTOP BRASTEMP MEGACHAMA 4B  127/220V
7891129194205;	COOKTOP VIDRO BRASTEMP ATIVE 5B  127/220V
7891129224391;	COOKTOP BRASTEMP MEGACHAMA 5B  127/220V
7891129110687;	eVITROCERAMICO 1200 E 1700W BRASTEMP 220V
7891129481640;	COOKTOP ELET BRASTEMP 2B MESA VITRO 220V   
7891129481657;	COOKTOP ELET BRASTEMP CHURRASQUEIRA 220V  
7891129481664;	COOKTOP IND BRASTEMP 1B PORTÁTIL   127V
7891129481671;	COOKTOP IND BRASTEMP 1B PORTÁTIL   220V
7891129481688;	COOKTOP IND BRASTEMP 1B EMBUTIR 220V  
7891129233430;	COOKTOP DE INDUÇÃO BRASTEMP 4B - 58CM  220V
7891129233447;	COOKTOP DE INDUÇÃO BRASTEMP 4B - 58CM  220V
7891129233454;	COOKTOP INOX BRASTEMP GOURMAND - 4B 60CM  220V
7891129233508;	COOKTOP INOX BRASTEMP GOURMAND - 5B 75CM  220V
7891129232891;	COOKTOP INOX BRASTEMP GOURMAND - 5B 90CM  220V
7891129224384;	COOKTOP BRASTEMP TIMER 4B  127/220V
7891129224704;	COOKTOP BRASTEMP TIMER 5B  127/220V
7891129238343;	COOKTOP BRASTEMP GOURMAND VIDRO 5 BOCAS  127/220V
7891129212206;	COOKTOP CONSUL 4B 60HZ  127/220V
7891129212213;	COOKTOP CONSUL 5B 60HZ   127/220V
7891129243521;	COOKTOP CONSUL 5 BOCAS QUADRICHAMA  127/220V
7891129238213;	COOKTOP DE INDUÇÃO BRASTEMP VITREOUS BRANCO 4B - 77CM  220V
7891129238206;	COOKTOP GÁS BRASTEMP VITREOUS BRANCO - 5B 75CM  220V
7891129499300;	COOKTOP BRASTEMP GOURMAND 6B INOX 127V  
7891129230149;	DEPURADOR  BRANCO 60 CM BRASTEMP 127V
7891129230156;	DEPURADOR  BRANCO 60 CM BRASTEMP 220V
7891129230163;	DEPURADOR  BRANCO 80 CM BRASTEMP 127V
7891129230187;	DEPURADOR  BRANCO 80 CM BRASTEMP 220V
7891129230194;	DEPURADOR  INOX C/ DUTO 60 CM BRASTEMP 127V
7891129230200;	DEPURADOR  INOX C/ DUTO 60 CM BRASTEMP 220V
7891129230217;	DEPURADOR  INOX C/ DUTO 80 CM BRASTEMP 127V
7891129230224;	DEPURADOR  INOX C/ DUTO 80 CM BRASTEMP 220V
7891129232501;	DEPURADOR CONSUL BRANCO 60 CM  127V
7891129232518;	DEPURADOR CONSUL BRANCO 60 CM  220V
7891129232549;	DEPURADOR CONSUL INOX 60 CM  127V
7891129232556;	DEPURADOR CONSUL INOX 60 CM  220V
7891129232525;	DEPURADOR CONSUL BRANCO 80 CM  127V
7891129232532;	DEPURADOR CONSUL BRANCO 80 CM  220V
7891129232563;	DEPURADOR CONSUL INOX 80 CM  127V
7891129232570;	DEPURADOR CONSUL INOX 80 CM  220V
7891129217003;	ATIVE! TIMER GRILL 4 BOCAS BRANCO PISO BRASTEMP 220V
7891129219229;	ATIVE! TIMER GRILL 4 BOCAS INOX PISO BRASTEMP 127V
7891129219212;	ATIVE! TIMER GRILL 4 BOCAS INOX PISO BRASTEMP 220V
7891129235557;	ATIVE - 4 BOCAS MAXI DUPLO FORNO BRASTEMP 127V
7891129235564;	ATIVE - 4 BOCAS MAXI DUPLO FORNO BRASTEMP 220V
7891129235342;	ATIVE TIMER - 4 BOCAS MAXI DUPLO FORNO  BRASTEMP 127V
7891129235359;	ATIVE TIMER - 4 BOCAS MAXI DUPLO FORNO  BRASTEMP 220V
7891129235403;	ATIVE TOP GLASS - 4 BOCAS MAXI DUPLO FORNO BRASTEMP 127V
7891129235410;	ATIVE TOP GLASS - 4 BOCAS MAXI DUPLO FORNO BRASTEMP 220V
7891129264199;	FOGÃO BRASTEMP DF 5B BR GRILL  127V
7891129264182;	FOGÃO BRASTEMP DF 5B BR GRILL  220V
7891129264151;	FOGÃO BRASTEMP DF 5B BR  127V
7891129264144;	FOGÃO BRASTEMP DF 5B BR  220V
7891129264168;	FOGÃO BRASTEMP DF 5B IN  127V
7891129264175;	FOGÃO BRASTEMP DF 5B IN  220V
7891129264717;	FOGÃO BRASTEMP DF 5B MESA VIDRO  127V
7891129264700;	FOGÃO BRASTEMP DF 5B MESA VIDRO  220V
7891129233614;	CLEAN 4 BOCAS BRANCO PISO BRASTEMP 127/220V
7891129233621;	CLEAN 4 BOCAS INOX PISO BRASTEMP 127/220V
7891129233638;	CLEAN TIMER 4 BOCAS BRANCO PISO BRASTEMP 127/220V
7891129233645;	CLEAN TIMER 4 BOCAS INOX PISO BRASTEMP 127/220V
7891129235519;	ATIVE DIGITAL - 4 BOCAS MAXI PISO BRASTEMP 127V
7891129235526;	ATIVE DIGITAL - 4 BOCAS MAXI PISO BRASTEMP 220V
7891129235366;	ATIVE GRILL - 4 BOCAS MAXI PISO BRASTEMP 127V
7891129235373;	ATIVE GRILL - 4 BOCAS MAXI PISO BRASTEMP 220V
7891129235304;	CLEAN - 4 BOCAS MAXI PISO BRASTEMP 127/220V
7891129235502;	CLEAN - 4 BOCAS MAXI PISO BRASTEMP 127/220V
7891129234987;	CLEAN TIMER - 4 BOCAS MAXI PISO BRASTEMP 127/220V
7891129264755;	FOGÃO BRASTEMP PISO 5B IN 220V CONVECÇÃO  220V
7891129264380;	FOGÃO BRASTEMP PISO 5B BR 127/220V TURBO  
7891129264397;	FOGÃO BRASTEMP PISO 5B IN 127/220V TURBO  
7891129264649;	FOGÃO BRASTEMP PISO 5B IN GRILL  127V
7891129264632;	FOGÃO BRASTEMP PISO 5B IN GRILL  220V
7891129264373;	FOGÃO BRASTEMP PISO 5B IN 127/220V  
7891129264618;	FOGÃO BRASTEMP PISO 5B BR 127/220V TIMER  
7891129264601;	FOGÃO BRASTEMP PISO 5B IN 127/220V TIMER  
7891129264724;	FOGÃO BRASTEMP PISO 5B MESA VID 127/220V  
7891129264502;	FOGÃO BRASTEMP PISO 6B BR  127/220V  
7891129233652;	CLEAN TIMER 4 BOCAS BRANCO EMBUTIR BRASTEMP 127/220V
7891129233669;	CLEAN TIMER 4 BOCAS INOX EMBUTIR BRASTEMP 127/220V
7891129235380;	ATIVE GRILL - 4 BOCAS MAXI EMBUTIR BRASTEMP 127V
7891129235397;	ATIVE GRILL - 4 BOCAS MAXI EMBUTIR BRASTEMP 220V
7891129264656;	FOGÃO BRASTEMP PISO 5B IN 220V CONVECÇÃO  
7891129264625;	FOGÃO BRASTEMP EMB 5B IN 127/220V TIMER  
7891129264748;	FOGÃO BRASTEMP EMB 5B MESA VIDRO  127V
7891129264731;	FOGÃO BRASTEMP EMB 5B MESA VIDRO  220V
7891129264519;	FOGÃO BRASTEMP EMB 6B BR 127/220 V  
7891129238404;	FOGÃO FS 4B BR 127/220V  CONSUL 
7891129238114;	FOGÃO FS 4B INOX 127/220V CONSUL 
7891129238145;	FOGÃO FS 4B TD BRANCO 127/220V CONSUL 
7891129238435;	FOGÃO FS 4B TD INOX 127/220V CONSUL 
7891129238459;	FOGÃO FS 4B MV BR 127/220V CONSUL 
7891129238466;	FOGÃO FS 4B MV INOX 127/220V CONSUL 
7891129238473;	FOGÃO FS 4B MV TI 127/220V 50/60HZ CONSUL 
7891129246225;	FOGÃO 5B BRANCO PISO CONSUL 127/220V
7891129246232;	FOGÃO 5B INOX PISO CONSUL 127/220V
7891129246300;	FOGÃO 5B QUADRICHAMA BRANCO PISO CONSUL 127/220V
7891129246317;	FOGÃO 5B QUADRICHAMA INOX PISO CONSUL 127/220V
7891129249608;	FOGÃO 5B MESA DE VIDRO INOX PISO CONSUL 127/220V
7891129246645;	FOGÃO 5B MESA DE VIDRO TITANIUM PISO CONSUL 127/220V
7891129246607;	FOGÃO 6B BRANCO PISO CONSUL 127/220V
7891129246614;	FOGÃO 6B INOX PISO CONSUL 127/220V
7891129517905;	FOGÃO BRASTEMP 5 BOCAS PRETO COM MESA DE VIDRO E TURBO CHAMA  127/220V
7891129204713;	FORNO ELÉTRICO 60CM INOX TOUCH BRASTEMP 220V
7891129243828;	FORNO DE EMBUTIR A GÁS BRASTEMP  84 L   220V
7891129266216;	FORNO DE EMBUTIR GÁS BRASTEMP 78L  220V
7891129244016;	FORNO DE EMBUTIR ELÉTRICO BRASTEMP  84 L  220V
7891129265721;	FORNO DE EMBUTIR ELÉTRICO BRASTEMP 78L  220V
7891129232990;	FORNO DE EMBUTIR ELÉTRICO BRASTEMP GOURMAND INOX 90CM  220V
7891129253315;	FORNO DE EMBUTIR GÁS BRASTEMP 78L  220V
7891129255906;	FORNO DE EMBUTIR ELÉTRICO BRASTEMP 78L  220V
7891129251212;	FORNO DE EMBUTIR GÁS CONSUL 84 L  220V
7891129244009;	FORNO DE EMBUTIR ELÉTRICO CONSUL 84 L  220V
7891129238220;	FORNO DE EMBUTIR ELÉTRICO  BRASTEMP VITREOUS BRANCO 60CM  220V
7891129266803;	FORNO BRASTEMP GOURMAND 60CM INOX 220V  
7891129266827;	FORNO BRASTEMP GOURMAND VAPOR INOX 220V  
7891129499508;	FORNO DE EMBUTIR ELÉTRICO CONSUL 47 LITROS PRATA COM DOURADOR E TIMER AUTODESLIGAMENTO  220V
7891129253780;	HORIZONTAL 213 - 1 TAMPA CONSUL 127V
7891129253797;	HORIZONTAL 213 - 1 TAMPA CONSUL 220V
7891129254107;	HORIZONTAL 305 - 1 TAMPA CONSUL 127V
7891129254114;	HORIZONTAL 305 - 1 TAMPA CONSUL 220V
7891129254121;	HORIZONTAL 404 - 2 TAMPAS CONSUL 127V
7891129254138;	HORIZONTAL 404 - 2 TAMPAS CONSUL 220V
7891129254145;	HORIZONTAL 519 - 2 TAMPAS CONSUL 127V
7891129254152;	HORIZONTAL 519 - 2 TAMPAS CONSUL 220V
7891129210103;	FREEZER FROST FREE 197 BRASTEMP 127V
7891129209893;	FREEZER FROST FREE 197 BRASTEMP 220V
7891129252417;	FREEZER FROST FREE ELETRONICO 228 - FLEX BRASTEMP 127V
7891129252424;	FREEZER FROST FREE ELETRONICO 228 - FLEX BRASTEMP 220V
7891129252431;	FREEZER FROST FREE ELETRONICO 228 EVOX - FLEX BRASTEMP 127V
7891129252448;	FREEZER FROST FREE ELETRONICO 228 EVOX - FLEX BRASTEMP 220V
7891129130012;	COMPACTO 66 CONSUL 127V
7891129130029;	COMPACTO 66 CONSUL 220V
7891129196209;	FREEZER VERTICAL CONSUL 121L  127V
7891129196216;	FREEZER VERTICAL CONSUL 121L  220V
7891129196223;	FREEZER VERTICAL CONSUL 142L  127V
7891129196230;	FREEZER VERTICAL CONSUL 142L  220V
7891129208834;	FREEZER VERTICAL 231 CONSUL 127V
7891129208759;	FREEZER VERTICAL 231 CONSUL 220V
7891129208711;	FREEZER VERTICAL 246 CONSUL 127V
7891129208919;	FREEZER VERTICAL 246 CONSUL 220V
7891129266841;	GAVETA AQUECIDA BRASTEMP GOURM INOX 220V  
7891129499263;	LAVA & SECA BRASTEMP 10.1KG  127V
7891129499270;	LAVA & SECA BRASTEMP 10.1KG  220V
7891129499409;	LAVA & SECA BRASTEMP 10.1KG  127V
7891129499416;	LAVA & SECA BRASTEMP 10.1KG  220V
7891129252608;	LAVADORA BRASTEMP DOUBLE WASH 15KG GRAFITE METÁLICO  127V
7891129255807;	LAVADORA BRASTEMP DOUBLE WASH 15KG GRAFITE METÁLICO  220V
7891129251434;	LAVADORA BRASTEMP DOUBLE WASH 15KG BRANCO  127V
7891129251441;	LAVADORA BRASTEMP DOUBLE WASH 15KG BRANCO  220V
7891129209336;	LAVADORA ATIVE INOX 11 KG BRASTEMP 127V
7891129209343;	LAVADORA ATIVE INOX 11 KG BRASTEMP 220V
7891129244030;	LAVADORA BRASTEMP 12KG  127V
7891129244047;	LAVADORA BRASTEMP 12KG  220V
7891129234468;	LAVADORA AUTOMÁTICA 15KG BRASTEMP 127V
7891129234901;	LAVADORA AUTOMÁTICA 15KG BRASTEMP 220V
7891129243910;	LAVADORA AGUA FRIA ATIVE 9 KG BRASTEMP 127V
7891129246027;	LAVADORA AGUA FRIA ATIVE 9 KG BRASTEMP 220V
7891129232839;	LAVADORA ATIVE 11 KG BRASTEMP 127V
7891129232846;	LAVADORA ATIVE 11 KG BRASTEMP 220V
7891129237711;	LAVADORA 11KG BRASTEMP 127V
7891129237728;	LAVADORA 11KG BRASTEMP 220V
7891129234970;	LAVADORA AUTOMÁTICA 15KG EVOX BRASTEMP 220V
7891129241961;	LAVADORA BRASTEMP AGUA QUENTE 12G  127V
7891129241992;	LAVADORA BRASTEMP AGUA QUENTE 12G  220V
7891129234956;	LAVADORA AUTOMÁTICA 15KG BRASTEMP 220V
7891129241930;	LAVADORA BRASTEMP 12G  127V
7891129241985;	LAVADORA BRASTEMP 12G  220V
7891129223776;	LAVADORA CONSUL 8KG  127V
7891129251298;	LAVADORA CONSUL 13KG  127V
7891129251748;	LAVADORA CONSUL 13KG  220V
7891129238268;	LAVADORA CONSUL 15KG  127V
7891129238275;	LAVADORA CONSUL 15KG  220V
7891129234314;	LAVADORA CONSUL 16 KG  127V
7891129234321;	LAVADORA CONSUL 16 KG  220V
7891129251342;	LAVADORA CONSUL 11KG  127V
7891129251359;	LAVADORA CONSUL 12KG  127V
7891129251731;	LAVADORA CONSUL 12KG  220V
7891129267466;	LAVADORA CONSUL 12KG  127 V
7891129267473;	LAVADORA CONSUL 12KG  220 V
7891129267503;	LAVADORA CONSUL 8KG  127 V
7891129268302;	LAVADORA CONSUL 8KG  220 V
7891129267657;	LAVADORA CONSUL 9KG  127 V
7891129267664;	LAVADORA CONSUL 9KG  220 V
7891129267671;	LAVADORA CONSUL 11KG  127 V
7891129267688;	LAVADORA CONSUL 11KG  220 V
7891129502819;	LAVADORA AUTOMÁTICA 15KG BRASTEMP 127 V
7891129502826;	LAVADORA AUTOMÁTICA 15KG BRASTEMP 220 V
7891129498204;	LAVADORA BRASTEMP 12KG BRANCA COM CICLO TIRA MANCHAS ADVANCED E CICLO ANTIBOLINHA  127V
7891129498600;	LAVADORA BRASTEMP 12KG BRANCA COM CICLO TIRA MANCHAS ADVANCED E CICLO ANTIBOLINHA  220V
7891129498419;	LAVADORA BRASTEMP 12KG BRANCA ÁGUA QUENTE COM CICLO TIRA MANCHAS PRO E CICLO ANTIBOLINHA  127V
7891129500020;	LAVADORA BRASTEMP 12KG BRANCA ÁGUA QUENTE COM CICLO TIRA MANCHAS PRO E CICLO ANTIBOLINHA  220V
7891129498525;	LAVADORA BRASTEMP 12KG TITÂNIO COM CICLO TIRA MANCHAS ADVANCED E CICLO ANTIBOLINHA  127V
7891129498679;	LAVADORA BRASTEMP 12KG TITÂNIO COM CICLO TIRA MANCHAS ADVANCED E CICLO ANTIBOLINHA  220V
7891129500044;	LAVADORA BRASTEMP 12KG TITÂNIO ÁGUA QUENTE COM CICLO TIRA MANCHAS PRO E CICLO ANTIBOLINHA  127V
7891129500051;	LAVADORA BRASTEMP 12KG TITÂNIO ÁGUA QUENTE COM CICLO TIRA MANCHAS PRO E CICLO ANTIBOLINHA  220V
7891129498303;	LAVADORA BRASTEMP 14KG BRANCA COM CICLO TIRA MANCHAS ADVANCED E CICLO ANTIBOLINHA  127V
7891129498310;	LAVADORA BRASTEMP 14KG BRANCA COM CICLO TIRA MANCHAS ADVANCED E CICLO ANTIBOLINHA  220V
7891129499379;	LAVADORA CONSUL 14KG BRANCA COM DOSAGEM EXTRA ECONÔMICA E CICLO EDREDON  127V
7891129500037;	LAVADORA CONSUL 14KG BRANCA COM DOSAGEM EXTRA ECONÔMICA E CICLO EDREDON  220V
7891129207370;	LAVALOUÇAS COMPACTA 8 SERVIÇOS BRASTEMP 127V
7891129204829;	LAVALOUÇAS COMPACTA 8 SERVIÇOS BRASTEMP 220V
7891129204836;	LAVALOUÇAS COMPACTA 8 SERVIÇOS PRATA BRASTEMP 127V
7891129205741;	LAVALOUÇAS COMPACTA 8 SERVIÇOS PRATA BRASTEMP 220V
7891129234291;	LAVALOUÇAS 10 SERVIÇOS BRANCA BRASTEMP 127V
7891129234604;	LAVALOUÇAS 10 SERVIÇOS BRANCA BRASTEMP 220V
7891129234628;	LAVALOUÇAS 10 SERVIÇOS ESPELHADA BRASTEMP 127V
7891129234635;	LAVALOUÇAS 10 SERVIÇOS ESPELHADA BRASTEMP 220V
7891129253629;	LAVA LOUÇAS BRASTEMP 14 SERVIÇOS - BRANCA  127V
7891129253711;	LAVA LOUÇAS BRASTEMP 14 SERVIÇOS - BRANCA  220V
7891129253759;	LAVA LOUÇAS BRASTEMP 14 SERVIÇOS - PRETA  127V
7891129253766;	LAVA LOUÇAS BRASTEMP 14 SERVIÇOS - PRETA  220V
7891129253735;	LAVA LOUÇAS BRASTEMP 14 SERVIÇOS - INOX  127V
7891129253742;	LAVA LOUÇAS BRASTEMP 14 SERVIÇOS - INOX  220V
7891129240100;	LAVA LOUÇAS  DE EMBUTIR BRASTEMP VITREOUS 14 SERVIÇOS  127V
7891129499515;	LAVA LOUÇAS BRASTEMP GOURM 14S INOX 220V  127V
7891129501911;	LAVA LOUÇAS 10 SERVIÇOS BRANCA BRASTEMP 127V
7891129501904;	LAVA LOUÇAS 10 SERVIÇOS BRANCA BRASTEMP 220V
7891129501928;	LAVA LOUÇAS 10 SERVIÇOS COR INOX BRASTEMP 127V
7891129501935;	LAVA LOUÇAS 10 SERVIÇOS COR INOX BRASTEMP 220V
7891129268524;	MÁQUINA DE BEBIDAS ROXO BBLEND 127 V
7891129268531;	MÁQUINA DE BEBIDAS ROXO BBLEND 220 V
7891129268548;	MÁQUINA DE BEBIDAS 60HZ BRANCO BBLEND 127 V
7891129268555;	MÁQUINA DE BEBIDAS 60HZ BRANCO BBLEND 220 V
7891129268562;	MÁQUINA DE BEBIDAS PRETO BBLEND 127 V
7891129268579;	MÁQUINA DE BEBIDAS PRETO BBLEND 220 V
7891129268586;	MAQUINA DE BEBIDAS GRAFITE 127V BBLEND 127 V
7891129268593;	MÁQUINA DE BEBIDAS GRAFITE BBLEND 220 V
7891129268609;	MÁQUINA DE BEBIDAS VERMELHO BBLEND 127 V
7891129268616;	MÁQUINA DE BEBIDAS VERMELHO BBLEND 220 V
7891129250444;	MAQUINA BEBIDAS C/ AG QUENTE BRANCO BBLEND 127 V
7891129250451;	MAQUINA BEBIDAS C/ AG QUENTE BRANCO BBLEND 220 V
7891129250468;	MAQUINA BEBIDAS C/ AG QUENTE PRETO BBLEND 127 V
7891129250475;	MAQUINA BEBIDAS C/ AG QUENTE PRETO BBLEND 220 V
7891129501713;	MICRO-ONDAS BRASTEMP 20 LITROS COR INOX ESPELHADO COM FUNÇÕES PRÉ-PREPARO  220V
7891129501706;	MICRO-ONDAS BRASTEMP 20 LITROS COR INOX ESPELHADO COM FUNÇÕES PRÉ-PREPARO  127V
7891129250871;	MICRO-ONDAS 32L BRASTEMP PRETO COM GRILL  127V
7891129250888;	MICRO-ONDAS 32L BRASTEMP PRETO COM GRILL  220V
7891129250857;	MICRO-ONDAS 32L BRASTEMP INOX COM GRILL  127V
7891129250864;	MICRO-ONDAS 32L BRASTEMP INOX COM GRILL  220V
7891129220454;	MICRO-ONDAS BRASTEMP ATIVE! 38L  127V
7891129220461;	MICRO-ONDAS BRASTEMP ATIVE! 38L  220V
7891129230866;	MICRO-ONDAS DE EMBUTIR BRASTEMP GOURMAND - 40 LITROS  220V
7891129241206;	FORNO MULTIFUNCIONAL COM MICRO-ONDAS BRASTEMP GOURMAND  220V
7891129250307;	MICRO-ONDAS 32L BRASTEMP BRANCO SEM GRILL  127V
7891129250314;	MICRO-ONDAS 32L BRASTEMP BRANCO SEM GRILL  220V
7891129250499;	MICRO-ONDAS 32L BRASTEMP INOX SEM GRILL  127V
7891129250802;	MICRO-ONDAS 32L BRASTEMP INOX SEM GRILL  220V
